Country,Year,Region,Disease_Name,Prevalence_Rate,Incidence_Rate,Mortality_Rate,Recovery_Rate,Healthcare_Access_Index,Hospital_Beds_per_1000,Doctors_per_1000,Vaccination_Coverage,Life_Expectancy,Median_Age,Urban_Population_Percent,GDP_Per_Capita,Health_Expenditure_Percent_GDP,Population,Male_Female_Ratio,Smoking_Prevalence
India,2007,Central,Diabetes,621.27,437.42,0.87,78.28,81.16,7.41,7.61,81.13,65,24,45.67,1991,5.86,16168539,1.05,26.58
India,2022,East,Heart Disease,346.51,1886.53,6.62,60.78,44.84,14.3,2.17,30.64,60,29,44.05,7745,2.34,182857634,1.02,15.86
India,2018,North,Flu,79.19,376.03,5.14,96.07,88.62,3.44,7.65,38.48,58,28,33.48,3400,4.34,130140690,0.93,31.26
India,2020,East,Tuberculosis,2928.2,1732.05,15.2,54.06,46.93,8.08,0.81,87.93,59,29,29.25,7867,3.63,175877292,0.93,15.87
India,2012,North,COVID-19,3867.36,1210.0,19.54,55.7,41.09,5.16,6.27,95.05,71,32,32.8,4763,2.78,71760749,0.87,34.04
India,2018,West,Asthma,1782.69,1799.36,1.19,77.99,92.11,1.67,1.16,50.44,58,24,30.59,1586,2.58,2736873,0.92,28.49
India,2001,Central,Asthma,1636.99,1100.05,9.85,98.71,87.76,3.48,4.13,77.64,71,33,31.93,2219,4.36,117493311,1.03,33.77
India,2019,North,HIV/AIDS,4416.99,1698.71,0.53,95.47,26.14,5.06,7.5,55.16,58,28,25.99,6073,2.7,104708191,0.9,25.57
India,2017,West,Diabetes,4860.53,1861.72,19.83,58.99,74.14,12.61,5.74,81.17,64,25,27.14,6678,5.47,9001526,0.88,13.5
India,2016,North,Diabetes,792.5,745.8,1.52,68.87,75.68,2.73,6.79,92.02,67,21,25.68,1927,3.43,84813988,1.02,10.27
India,2022,East,Diabetes,2305.18,472.99,4.39,48.95,92.79,3.34,3.92,76.35,68,27,37.73,7408,3.66,53304997,0.92,12.87
India,2013,North,Flu,3189.63,1826.97,0.47,50.2,46.82,6.94,2.17,70.21,57,31,43.96,5079,3.9,22515477,1.02,17.56
India,2007,West,COVID-19,4600.35,1024.64,17.38,65.14,62.89,9.59,0.86,87.53,64,30,27.2,2087,2.92,173699067,0.86,27.78
India,2003,West,Malaria,4844.2,357.71,1.52,51.12,96.85,0.88,3.22,60.46,72,23,30.9,6523,2.71,143653083,0.88,15.34
India,2025,North,COVID-19,1193.7,21.45,7.58,41.95,31.94,11.71,3.68,32.81,55,32,42.75,3990,4.38,96736317,0.99,34.04
India,2002,South,Malaria,4665.06,1832.53,5.17,54.68,23.62,11.93,7.72,62.85,69,20,48.86,5825,3.21,99961636,0.96,11.84
India,2015,West,Asthma,4986.68,1213.84,9.83,46.86,23.01,3.28,6.19,74.51,66,26,30.19,7000,3.69,112788872,1.07,17.5
India,2011,North,Flu,4154.31,1287.68,18.86,74.69,31.67,7.1,1.47,39.99,61,22,44.43,6492,5.92,87132599,0.88,30.25
India,2011,South,COVID-19,982.72,588.52,18.32,71.51,53.87,11.7,3.76,72.16,62,27,31.93,7102,2.37,173096797,0.99,25.42
India,2002,West,Cancer,4819.08,207.1,17.65,62.88,44.85,2.51,1.86,58.4,59,25,32.34,3318,5.21,115347532,1.03,34.78
India,2023,North,COVID-19,4348.18,807.16,6.37,74.66,54.21,14.46,1.08,73.31,66,25,26.71,5365,5.11,33769797,0.95,23.04
India,2011,North,Heart Disease,775.53,1499.49,1.04,53.79,68.78,6.16,6.12,36.26,55,23,26.64,2984,4.02,7246195,0.98,29.86
India,2012,North,Flu,3157.72,1976.87,13.4,63.63,32.93,7.42,7.3,55.76,72,28,47.56,6926,5.21,49188891,1.08,10.73
India,2018,Central,Heart Disease,1395.02,92.0,11.71,54.97,78.77,3.76,0.53,91.4,61,22,28.56,3535,5.01,53820168,0.88,10.11
India,2012,North,Cancer,3839.9,1286.37,3.71,86.13,87.45,12.73,6.56,65.25,68,27,32.4,5833,4.08,80823039,0.87,26.14
India,2002,East,Asthma,1743.69,177.08,5.56,94.08,35.29,4.14,2.22,72.27,57,22,37.65,6368,4.65,88020226,0.93,10.14
India,2017,South,Malaria,3604.64,966.58,2.76,71.26,46.38,12.72,0.33,77.89,75,24,25.84,2883,4.57,10271796,0.86,14.01
India,2016,South,Flu,2750.71,690.28,1.96,87.74,21.63,0.79,3.79,47.66,61,29,27.8,7136,4.47,159738958,0.89,29.99
India,2020,West,Tuberculosis,88.91,1698.2,14.8,54.96,87.44,11.69,7.24,44.27,62,24,45.2,3629,2.46,46682354,0.9,15.94
India,2010,North,Flu,3052.0,451.6,6.18,69.44,21.71,2.54,0.43,35.05,57,32,33.2,7891,3.12,125557822,1.04,23.24
India,2002,South,COVID-19,1788.22,517.72,6.21,48.9,89.92,11.23,7.89,44.15,69,21,35.03,6591,4.0,27755826,1.09,32.53
India,2002,North,COVID-19,1851.56,1268.94,19.83,95.3,67.0,3.65,1.6,34.32,70,35,42.34,3702,5.62,92437340,0.97,19.56
India,2001,West,Flu,4735.45,91.37,9.67,62.5,43.94,7.19,7.21,52.92,57,31,40.95,3846,5.92,7944880,0.97,17.17
India,2011,South,Flu,3493.92,1844.1,19.12,83.54,27.52,5.83,7.12,94.11,58,20,38.48,7964,5.8,21412794,1.0,11.32
India,2014,Central,COVID-19,4249.94,1451.4,2.3,49.52,81.9,3.63,7.27,54.73,62,31,26.71,7328,3.11,164311443,0.9,20.5
India,2004,Central,Tuberculosis,568.17,1851.75,10.99,66.23,55.72,9.15,4.5,66.02,65,27,26.49,6153,4.95,21843678,0.99,25.44
India,2013,South,HIV/AIDS,2746.79,1352.88,10.29,55.71,63.74,5.34,4.66,39.03,57,32,38.07,2608,3.07,38698201,1.04,22.78
India,2000,Central,Diabetes,4620.64,1936.61,8.21,72.59,47.22,11.93,2.73,60.2,60,22,34.42,6860,3.29,174589504,0.86,22.65
India,2014,East,Cancer,4850.41,803.03,8.14,48.0,39.9,11.36,5.38,80.04,69,22,37.83,2491,3.86,73097118,0.93,21.85
India,2003,North,COVID-19,4229.52,693.2,12.78,43.52,73.94,9.55,4.3,67.07,65,27,43.87,1753,3.01,180864641,1.05,32.17
India,2017,West,Flu,4669.19,11.18,3.52,86.71,90.98,7.77,6.79,85.02,67,27,27.52,7213,2.93,97230406,1.06,11.72
India,2000,South,Malaria,1484.08,1283.78,11.45,57.08,58.25,6.39,3.66,66.48,56,20,46.8,7655,5.85,148636850,1.0,34.32
India,2007,South,Flu,2718.65,595.15,1.29,88.59,40.71,3.89,7.8,80.15,71,34,48.09,7589,4.12,8829907,1.0,29.72
India,2000,North,Flu,3214.95,1524.83,16.38,98.52,91.48,14.03,3.64,93.75,74,23,44.71,1726,3.69,19235784,0.94,18.55
India,2001,East,Diabetes,4559.37,439.79,3.54,69.14,80.36,4.53,1.04,38.45,64,34,47.71,6503,5.24,63468019,0.93,30.14
India,2008,North,Tuberculosis,2778.3,1928.11,17.23,63.43,81.18,6.76,4.98,66.44,65,24,28.31,4622,5.56,119231759,1.06,10.22
India,2017,East,Asthma,377.79,1028.39,19.36,54.66,58.78,1.12,7.58,92.11,68,29,33.1,7730,2.66,21286648,0.9,32.78
India,2008,West,HIV/AIDS,2313.56,443.21,2.72,76.51,77.59,13.17,2.73,45.16,71,27,48.08,6282,2.21,25686085,1.06,19.96
India,2022,Central,COVID-19,1425.32,1773.6,4.28,78.0,82.6,10.18,3.45,54.22,60,20,42.93,6670,3.87,78670135,1.01,22.09
India,2006,North,Asthma,4350.34,244.35,8.23,76.28,36.0,12.45,2.3,99.65,64,23,43.14,7138,4.2,49515102,1.06,19.86
India,2002,West,Asthma,454.8,1696.17,5.69,78.0,87.76,11.95,5.5,31.43,70,25,34.79,6244,2.89,131428830,1.05,30.79
India,2024,North,COVID-19,1550.81,140.97,19.09,51.25,73.03,1.24,3.56,52.59,74,23,35.76,2625,2.58,173883550,1.05,33.3
India,2021,West,COVID-19,4359.81,495.3,16.65,43.78,22.44,5.8,0.57,52.81,71,28,28.46,6076,5.56,27329175,0.88,32.01
India,2013,West,COVID-19,464.47,1447.3,16.52,63.46,95.25,11.0,0.48,96.26,58,35,40.55,3585,2.66,178220792,1.03,34.96
India,2004,Central,Tuberculosis,193.43,615.14,16.52,56.94,77.93,1.81,0.79,62.6,74,22,34.56,1940,4.83,25938474,1.03,25.82
India,2022,South,Heart Disease,148.82,1337.85,6.51,54.54,68.14,1.28,1.16,56.43,66,33,28.48,2039,2.38,81501057,0.99,31.45
India,2008,East,Diabetes,1948.12,421.21,0.97,96.06,78.71,4.83,1.74,79.2,71,33,32.17,7192,4.33,151414642,0.89,28.5
India,2024,South,HIV/AIDS,2636.62,1680.52,13.62,96.99,96.27,10.06,1.95,48.64,74,22,26.29,6205,2.47,23685107,1.08,13.84
India,2023,South,COVID-19,2386.93,1176.03,12.35,60.41,33.54,11.13,3.33,94.45,66,22,43.79,5299,2.71,45911796,1.0,31.88
India,2021,South,Cancer,2951.18,346.54,15.36,63.88,21.63,7.62,2.68,32.8,66,22,40.72,7133,4.93,24907477,0.91,28.58
India,2012,East,Malaria,2467.09,1506.65,17.64,51.29,85.83,5.41,7.2,35.72,74,32,32.68,7268,2.55,176907867,1.08,13.32
India,2001,West,Heart Disease,3351.91,1319.3,4.6,89.76,47.17,10.81,6.23,69.23,73,23,41.61,5732,5.28,171817758,1.01,21.3
India,2023,West,Malaria,627.32,811.89,4.39,73.9,45.63,12.19,1.85,68.87,60,34,27.99,1690,3.05,176513522,0.85,27.74
India,2009,North,HIV/AIDS,2575.36,1952.46,5.57,75.26,34.51,10.34,0.58,93.13,74,20,30.69,3595,3.08,194730195,0.88,27.51
India,2011,Central,Diabetes,2066.43,1395.54,14.75,74.44,44.86,14.29,7.09,58.72,56,32,38.81,6484,2.76,169636340,1.02,29.95
India,2013,North,Malaria,863.69,1573.43,12.78,50.53,48.21,4.31,3.02,65.82,73,35,35.36,4350,5.94,192804185,1.05,23.87
India,2015,South,Diabetes,4261.36,1915.82,17.25,70.05,26.84,5.8,2.47,41.76,60,24,37.8,4540,5.98,121215201,0.97,28.47
India,2022,South,Asthma,364.49,1589.69,17.21,62.27,41.25,6.11,3.38,97.71,72,29,35.98,7814,2.45,176965886,0.96,11.2
India,2001,North,HIV/AIDS,3149.01,1379.23,1.86,78.03,81.88,8.58,4.69,93.03,56,32,39.86,2023,3.52,47036175,0.99,15.25
India,2020,North,Tuberculosis,2346.13,959.87,2.04,50.04,89.06,11.59,1.05,63.61,74,21,33.96,2799,2.14,182532137,0.94,31.47
India,2023,North,Cancer,2899.55,238.57,6.32,97.49,50.29,14.54,3.34,93.9,65,20,41.15,2613,3.43,92097271,0.91,31.79
India,2001,South,Flu,3265.14,66.98,18.44,57.01,34.52,8.01,3.15,40.43,63,27,30.02,1863,4.33,163082273,0.85,13.2
India,2022,North,HIV/AIDS,2111.12,957.07,10.44,60.3,55.97,11.65,2.37,89.68,70,33,37.45,2436,4.14,47032317,0.87,18.97
India,2020,Central,HIV/AIDS,1467.73,700.43,12.69,74.14,47.43,3.31,7.09,36.72,73,31,36.58,7828,2.58,81320121,0.97,13.61
India,2020,Central,COVID-19,2890.22,480.01,7.84,51.5,97.73,2.38,1.77,36.41,63,34,29.75,1969,4.12,73259632,0.95,21.96
India,2011,Central,Malaria,2494.11,1825.74,19.44,97.63,50.52,4.04,0.11,68.97,67,22,33.43,3375,5.56,42825598,0.98,18.25
India,2005,West,Malaria,508.79,1093.7,5.33,73.97,73.4,14.21,2.78,84.28,75,32,31.12,4491,3.36,65604561,1.08,25.31
India,2014,North,COVID-19,1167.63,1121.23,4.72,97.51,25.76,2.8,6.96,44.68,69,25,28.26,6504,4.89,35186095,0.86,29.52
India,2016,North,COVID-19,1588.85,898.3,3.4,91.07,38.34,3.89,4.75,52.74,57,27,37.29,6802,3.9,78034775,1.0,30.31
India,2003,East,Malaria,4653.31,846.23,14.18,45.52,32.38,5.03,2.6,42.76,68,24,31.58,3328,2.14,129191086,0.89,32.89
India,2010,Central,COVID-19,2683.2,1157.98,10.22,60.14,81.35,4.65,5.52,56.39,55,31,25.17,7389,3.92,42820671,0.9,34.65
India,2006,Central,COVID-19,2742.69,1868.93,5.08,55.82,56.8,11.09,2.46,66.53,74,26,29.52,3068,3.34,180059242,1.03,27.56
India,2024,South,Malaria,2907.02,845.93,16.05,93.11,24.62,12.85,6.15,69.12,68,31,44.88,7325,4.97,5255210,1.03,33.72
India,2019,East,Tuberculosis,4430.14,486.39,12.64,42.59,84.36,4.78,5.96,71.77,62,23,31.63,2276,5.17,18288666,0.96,23.4
India,2008,North,Malaria,2196.83,663.93,6.42,76.06,24.69,7.25,4.19,36.63,55,26,46.61,2801,4.25,42481414,0.95,11.48
India,2021,North,Cancer,1972.84,46.17,5.64,61.78,30.12,4.43,0.81,30.79,63,32,25.69,4305,5.24,160844773,0.86,29.64
India,2019,North,Asthma,991.9,109.0,7.25,71.0,40.61,13.88,2.27,32.3,55,20,37.53,6725,2.48,176938893,1.08,31.82
India,2004,West,Cancer,4047.39,569.39,5.29,73.68,68.48,11.07,4.86,48.28,74,34,29.78,6419,2.99,155637710,1.04,12.47
India,2006,Central,Diabetes,1993.66,393.78,17.28,71.35,89.22,5.55,7.88,98.08,68,30,33.29,5752,3.76,80028318,1.02,32.92
India,2021,Central,Tuberculosis,1103.57,1368.9,1.28,93.54,54.13,9.27,0.19,54.41,74,27,46.68,1947,5.93,133787798,0.87,32.28
India,2011,West,Flu,4471.21,95.32,19.47,54.14,37.86,5.01,0.34,43.59,62,31,35.93,7494,2.42,47116263,0.96,10.71
India,2021,North,Malaria,1823.46,1662.82,12.88,96.97,87.97,11.35,0.48,56.84,64,27,46.42,7602,2.84,193764979,0.92,31.09
India,2015,East,Tuberculosis,963.5,787.03,4.28,75.16,95.01,6.25,3.01,44.05,72,33,32.03,2678,5.28,181604745,0.91,23.18
India,2023,South,Malaria,555.96,15.6,5.19,81.52,28.22,10.59,2.55,39.52,64,22,35.33,1825,4.35,4823978,0.94,31.58
India,2018,South,Diabetes,3775.29,1722.93,2.76,87.67,41.16,12.31,4.9,66.99,71,26,32.53,4525,5.39,77116300,1.01,21.13
India,2014,South,Diabetes,477.34,790.17,3.16,85.84,86.31,1.14,5.16,64.2,56,30,47.11,5214,5.09,91503355,1.09,20.68
India,2010,Central,Diabetes,4573.95,1739.04,19.63,41.08,58.56,8.0,6.6,71.15,56,22,25.33,4850,4.19,63055853,0.85,30.86
India,2013,North,Malaria,2657.07,697.99,8.92,80.76,43.92,12.29,7.63,46.74,66,29,33.13,5153,3.11,78928742,0.95,10.28
India,2021,North,Tuberculosis,1942.67,282.06,11.09,40.16,85.47,10.38,7.26,73.43,57,27,45.39,3846,2.04,18512522,1.09,19.91
India,2010,Central,Asthma,1247.69,1579.0,5.45,48.25,93.96,2.0,4.11,48.76,64,27,44.44,4586,4.48,122683409,1.01,13.73
India,2006,Central,Diabetes,1232.3,1569.62,2.18,98.0,24.7,1.35,6.2,61.47,71,29,44.88,6873,2.76,198764789,1.09,23.63
India,2018,West,Malaria,1039.4,1192.11,12.58,51.95,73.67,7.72,6.63,48.66,71,31,27.91,2560,2.9,175823779,0.93,34.86
India,2022,South,Flu,436.64,749.99,9.99,70.84,59.48,2.55,2.06,95.57,65,27,37.95,4072,2.71,161153632,0.92,12.5
India,2023,Central,HIV/AIDS,1376.14,1865.51,1.18,79.28,93.9,7.69,4.21,39.78,58,32,31.93,3294,2.34,139432134,1.07,23.78
India,2024,East,Heart Disease,3438.65,856.49,5.2,68.36,48.59,13.09,2.06,84.01,68,28,46.94,2277,5.32,2903770,0.85,16.83
India,2002,South,COVID-19,242.25,540.05,12.66,46.56,55.51,4.25,4.31,32.58,68,33,33.01,5548,2.9,15473043,0.88,15.47
India,2007,South,Diabetes,3460.57,387.98,9.47,48.61,21.18,2.49,0.16,57.24,56,26,43.92,5789,3.04,123295129,0.9,14.64
India,2022,North,COVID-19,1631.19,1757.03,7.45,58.47,61.34,14.95,0.62,67.27,59,21,42.49,6388,4.62,165664724,0.93,11.82
India,2001,South,Asthma,389.7,383.2,12.81,40.78,49.46,2.8,3.11,75.95,58,23,35.02,3795,2.26,47857757,0.94,16.8
India,2018,East,Flu,1658.51,1634.0,2.42,44.52,69.75,10.4,6.89,65.61,75,35,38.57,3998,3.43,23444290,1.0,21.78
India,2007,South,Malaria,1505.54,293.03,10.48,74.91,46.56,8.45,5.86,80.27,72,31,26.84,4654,2.07,64608878,0.86,26.51
India,2014,Central,Cancer,849.05,92.27,13.53,57.36,38.75,7.64,3.78,48.76,60,31,31.87,1686,4.42,70862275,0.92,11.99
India,2013,West,Tuberculosis,2026.77,1679.68,10.04,81.26,65.58,5.23,2.48,71.8,71,21,31.33,1658,5.86,77833750,0.88,17.57
India,2013,South,COVID-19,216.39,1920.27,1.95,43.83,30.28,4.25,0.22,76.86,74,27,49.8,3131,5.27,18922088,1.01,14.6
India,2004,North,Flu,4747.69,1863.09,9.31,96.73,21.98,13.2,5.65,76.47,70,24,31.86,4217,5.37,176532760,0.9,26.87
India,2007,Central,HIV/AIDS,2782.02,610.81,4.66,79.65,55.37,11.49,3.3,74.41,63,30,44.1,4872,2.29,72494720,0.96,31.19
India,2012,North,COVID-19,3569.04,1955.37,13.72,62.62,62.75,10.83,7.07,74.66,74,32,32.61,4961,5.28,51249062,1.02,19.94
India,2014,East,Tuberculosis,1956.6,186.18,17.35,81.65,36.03,14.37,5.24,84.29,61,30,49.88,6451,4.56,177741355,0.94,24.59
India,2007,North,Flu,1200.23,1388.67,17.55,95.65,45.87,0.83,2.96,95.97,67,32,28.46,3091,2.59,161721151,0.87,21.27
India,2003,North,HIV/AIDS,3396.33,1653.77,17.48,62.45,39.14,3.14,2.27,92.58,56,32,48.91,2659,5.28,38160123,0.95,12.52
India,2008,South,COVID-19,4917.39,1381.06,16.03,55.25,80.99,11.2,4.77,56.02,57,28,44.42,7787,2.82,28737765,0.92,24.65
India,2014,North,Diabetes,1129.95,329.6,14.75,43.7,63.24,2.7,2.6,71.01,63,33,36.2,7772,4.09,151970983,0.86,16.69
India,2021,East,Malaria,588.67,1648.59,15.74,63.02,40.07,10.84,7.62,97.07,56,29,45.69,7282,4.66,7511674,1.05,20.17
India,2004,North,Malaria,4034.89,615.37,13.5,97.04,37.37,13.44,1.11,53.36,62,30,48.75,6098,2.12,48319110,1.02,32.46
India,2025,Central,Malaria,4438.21,450.59,9.04,61.67,68.59,14.74,5.83,81.92,64,25,36.53,5955,5.27,126859891,1.05,21.74
India,2018,West,Asthma,2475.5,175.56,12.37,87.36,53.46,4.57,5.78,61.59,70,21,43.86,7605,2.44,176361286,1.03,14.4
India,2012,West,Flu,179.01,609.97,6.04,62.04,73.35,11.45,4.28,68.35,58,27,41.36,7692,4.8,178889693,0.94,16.26
India,2020,West,Asthma,4019.81,530.64,14.46,91.05,69.39,14.6,0.89,40.1,62,29,33.78,7260,3.8,196422260,0.93,15.43
India,2001,North,Malaria,207.45,1560.8,5.32,75.48,59.64,4.83,1.21,44.77,73,28,41.85,1835,3.67,188522433,0.96,21.52
India,2017,South,Tuberculosis,475.21,1134.77,8.41,56.95,91.05,5.43,0.44,39.23,56,33,26.63,3718,2.98,67919773,0.95,24.14
India,2021,West,Heart Disease,3471.94,1219.68,10.87,95.89,69.38,1.54,1.46,47.16,75,27,43.56,2607,2.09,137013863,1.08,16.26
India,2008,East,Diabetes,1678.82,1336.16,4.58,56.19,73.48,11.14,6.18,54.92,66,29,47.36,3077,2.11,96897422,0.93,15.45
India,2017,North,Asthma,4993.16,615.08,5.22,92.33,97.07,13.88,1.0,87.3,69,28,29.54,5375,2.68,121054565,0.89,29.96
India,2018,West,Malaria,1246.22,229.87,6.87,93.28,54.47,14.17,1.38,38.76,58,34,42.91,7120,5.94,10009931,1.1,32.06
India,2001,North,Flu,3221.79,733.63,1.7,75.71,60.2,7.13,5.31,95.62,63,30,49.63,5308,2.27,86137342,0.91,31.01
India,2014,Central,Diabetes,4833.53,1402.35,12.43,62.6,76.4,3.63,7.57,43.53,56,20,49.71,3559,4.53,95408720,0.87,17.71
India,2011,Central,Diabetes,4848.73,1723.21,19.6,47.03,20.91,5.39,2.14,43.4,63,31,39.23,6752,4.7,148442464,0.9,30.57
India,2007,Central,Heart Disease,3558.34,1210.97,0.66,45.11,97.76,12.97,1.46,65.61,61,35,37.76,3419,2.77,46705168,1.06,23.49
India,2008,West,Tuberculosis,4046.84,209.23,3.43,72.05,65.29,10.61,1.65,98.61,70,34,41.01,5309,4.99,64598914,0.96,22.78
India,2004,West,Malaria,4578.42,122.35,4.25,40.66,65.26,11.33,7.13,75.78,67,27,25.45,2453,3.09,81692638,0.93,11.77
India,2015,West,Diabetes,2719.24,1880.04,4.74,60.38,97.16,5.13,2.14,77.72,71,29,48.37,4233,4.82,126521065,1.0,24.15
India,2002,South,Malaria,3398.44,591.32,19.79,47.08,53.03,4.02,3.5,59.22,65,21,29.13,4201,3.67,60971165,0.96,18.0
India,2011,West,COVID-19,629.03,1555.37,19.62,44.69,51.13,4.64,5.97,58.49,61,22,39.6,2226,2.08,129496647,0.91,10.76
India,2010,East,Heart Disease,3856.16,100.9,14.3,70.95,52.93,4.63,6.23,37.76,58,23,43.42,7961,4.64,150468678,0.96,34.51
India,2016,Central,Cancer,361.68,722.16,5.4,84.52,75.72,5.85,1.23,84.09,55,21,31.37,6755,3.57,181147083,0.88,34.2
India,2007,Central,COVID-19,3929.55,1203.17,18.6,89.89,72.33,0.96,7.5,80.41,57,24,28.93,1958,3.38,171069768,0.96,25.48
India,2002,South,COVID-19,3600.69,295.91,17.78,48.47,32.9,7.48,6.18,37.18,55,27,37.52,4546,3.83,140487577,1.07,14.04
India,2014,Central,Malaria,3371.0,75.55,10.46,81.8,71.6,8.29,0.8,32.53,75,23,38.9,2214,5.13,50500918,0.89,14.49
India,2009,West,Malaria,4955.22,267.62,6.16,48.97,96.98,2.23,0.55,51.19,71,26,28.94,3282,4.08,138469745,0.97,10.05
India,2008,West,Cancer,3286.81,1092.27,7.82,55.79,35.64,13.06,1.31,82.28,68,23,38.18,3677,5.21,114945975,1.09,30.51
India,2003,East,HIV/AIDS,4561.23,1653.92,19.74,45.19,83.38,6.12,3.96,58.02,56,21,31.65,4899,5.98,17877733,1.09,23.85
India,2024,North,Asthma,1435.92,1351.94,2.48,51.62,64.31,0.78,6.46,64.29,60,34,25.6,4238,4.22,169095835,0.93,10.03
India,2020,East,Tuberculosis,3177.27,305.57,5.73,56.44,97.14,14.0,1.4,73.13,58,31,25.2,2533,5.23,132858932,0.94,12.37
India,2014,East,HIV/AIDS,1662.37,454.93,2.65,65.15,40.71,1.49,5.6,81.19,72,23,28.29,7877,5.42,170375865,1.01,30.6
India,2015,South,Diabetes,2502.37,1940.72,13.85,79.89,46.03,11.9,2.44,61.66,64,25,37.5,5153,5.9,1428010,0.87,22.6
India,2003,Central,Cancer,3579.43,1552.79,11.55,44.11,29.86,6.31,5.36,90.43,59,26,31.17,7736,4.65,15271160,1.03,28.11
India,2022,West,HIV/AIDS,3078.41,513.4,1.1,88.43,31.29,9.72,6.74,48.83,74,20,41.34,7024,5.6,198122363,0.85,17.81
India,2012,Central,Tuberculosis,1862.31,1697.83,16.5,64.29,75.14,7.89,6.81,45.81,75,31,29.68,3612,2.33,109545048,0.86,21.99
India,2003,Central,HIV/AIDS,1536.96,1575.17,12.91,46.73,97.5,0.8,3.94,42.96,64,33,35.51,4457,5.03,151606280,0.92,33.35
India,2024,North,HIV/AIDS,4801.1,1256.45,9.53,54.46,94.02,8.23,3.7,54.89,57,25,32.81,3206,4.75,60622323,1.02,19.84
India,2025,Central,Cancer,3434.39,771.96,12.4,95.01,29.33,3.81,1.35,65.66,61,23,34.15,1555,4.6,31510836,0.98,32.69
India,2008,West,Heart Disease,1850.48,12.85,7.8,71.76,21.1,13.03,3.05,74.83,63,21,37.5,7211,4.77,192507145,0.87,30.65
India,2010,South,Asthma,326.18,1940.66,16.09,60.39,64.08,10.21,6.12,38.28,74,33,25.74,4598,3.16,65098513,0.89,28.86
