Country,Year,Region,Disease_Name,Prevalence_Rate,Incidence_Rate,Mortality_Rate,Recovery_Rate,Healthcare_Access_Index,Hospital_Beds_per_1000,Doctors_per_1000,Vaccination_Coverage,Life_Expectancy,Median_Age,Urban_Population_Percent,GDP_Per_Capita,Health_Expenditure_Percent_GDP,Population,Male_Female_Ratio,Smoking_Prevalence
India,2011,South,Flu,2260.35,1323.44,7.74,60.65,20.08,5.31,7.95,34.85,73,21,32.5,7892,4.94,149225666,0.93,17.18
India,2006,East,Asthma,1852.53,1226.24,18.58,84.04,98.52,5.77,6.18,99.62,55,30,25.24,2338,5.34,88437430,1.01,17.22
India,2025,East,Flu,4991.64,1238.72,16.78,93.23,58.86,3.2,4.88,72.22,61,30,27.15,3749,4.4,10868513,0.88,15.65
India,2009,West,Heart Disease,1004.98,767.7,18.81,47.17,36.53,14.29,6.51,77.59,63,24,38.62,6913,3.85,124291878,0.93,33.38
India,2017,East,Diabetes,4443.96,1462.67,0.72,89.49,71.59,13.83,7.85,99.09,66,29,46.49,6132,5.79,14066638,1.06,14.41
India,2004,West,COVID-19,211.35,1357.63,19.48,48.5,21.99,0.56,2.7,32.46,61,22,47.35,2299,5.45,102033497,1.06,25.71
India,2023,West,HIV/AIDS,2276.72,1748.4,6.4,88.08,26.14,9.55,7.56,88.86,75,25,33.51,3485,5.47,168915191,1.02,17.84
India,2023,South,Flu,1829.3,1560.79,14.2,59.2,79.71,5.43,3.24,98.44,65,29,25.03,5169,2.92,87783248,1.03,12.98
India,2009,West,Asthma,4176.9,1474.18,17.26,97.63,82.95,11.3,7.04,65.33,71,20,38.21,5001,2.01,140924937,1.0,31.19
India,2014,East,Cancer,854.04,1385.79,11.99,41.87,79.93,4.81,4.67,54.53,68,29,44.57,7389,4.7,35950185,0.99,33.99
India,2021,Central,Heart Disease,3883.3,603.0,5.34,57.45,45.73,12.76,0.65,90.92,62,28,46.45,4154,4.02,61861686,0.88,21.82
India,2009,Central,Tuberculosis,1614.05,466.7,14.62,83.19,80.9,3.17,4.79,90.9,58,27,30.27,6868,2.73,115674340,0.96,33.72
India,2023,East,Heart Disease,3283.21,1291.82,12.63,79.77,56.09,14.83,1.95,99.62,64,34,49.9,2978,2.22,93670680,1.09,22.9
India,2006,West,COVID-19,1777.69,1410.24,12.84,76.4,72.94,8.61,7.95,43.34,56,27,33.74,4789,2.74,172177778,0.96,16.73
India,2006,Central,Malaria,4945.62,826.68,2.58,45.16,92.16,13.67,1.72,77.47,63,30,28.55,1839,3.06,70299661,0.86,16.12
India,2006,South,Asthma,2196.76,1460.17,14.64,43.11,51.48,13.83,2.84,31.67,68,26,36.82,2023,5.73,50391877,0.85,20.91
India,2003,South,Cancer,1809.44,1297.29,5.55,77.19,47.33,5.51,0.21,61.95,55,21,44.85,2287,2.74,74864820,1.02,32.14
India,2023,South,COVID-19,4666.07,1776.07,13.66,75.74,74.69,14.23,5.17,49.55,59,20,32.15,3360,2.36,188613539,1.02,28.03
India,2007,West,Diabetes,4914.07,352.26,19.33,87.19,83.23,2.36,3.61,57.75,55,28,49.79,7722,3.01,128109272,0.97,18.86
India,2018,Central,Diabetes,3510.78,931.04,8.96,65.6,95.1,9.03,3.44,59.99,70,20,38.54,7236,2.23,61358009,1.03,10.11
India,2008,South,Flu,233.8,1558.57,8.06,91.98,97.48,4.58,5.67,89.02,67,30,26.26,6852,4.11,109014437,1.06,22.19
India,2024,Central,Asthma,4149.2,83.42,11.21,81.5,91.68,4.09,2.37,66.83,75,21,49.56,3974,3.96,182236679,0.99,25.82
India,2004,East,COVID-19,1117.81,1468.08,18.19,53.4,75.74,4.4,3.17,77.64,60,31,43.73,3658,3.8,177073260,1.05,20.3
India,2017,South,Tuberculosis,3810.05,459.62,1.22,96.81,37.02,11.7,0.51,60.29,69,33,45.87,6250,5.33,96066325,1.0,31.19
India,2024,South,COVID-19,1759.92,335.65,0.43,75.0,99.03,8.22,3.42,60.38,65,30,29.7,7118,3.8,40228325,1.0,20.3
India,2006,West,COVID-19,2360.15,756.85,18.09,76.96,45.75,11.21,5.8,94.28,56,22,47.34,5223,5.02,109667230,1.09,14.2
India,2006,West,Cancer,183.49,1539.23,3.24,64.86,71.37,6.43,1.6,72.06,56,32,49.93,7059,4.97,84715099,1.1,11.49
India,2025,South,Asthma,1733.38,537.01,16.26,46.7,74.11,12.6,5.2,98.8,57,35,33.43,2734,4.46,87098272,1.05,33.86
India,2010,South,HIV/AIDS,3710.68,836.18,1.1,56.5,23.69,7.15,2.35,80.59,67,29,46.51,3372,2.15,25630149,0.95,30.61
India,2013,Central,COVID-19,4808.04,786.67,5.58,49.64,58.48,10.62,3.11,75.42,70,22,35.82,6850,2.59,171340101,0.88,20.87
India,2025,South,HIV/AIDS,4166.08,643.39,7.34,62.25,57.96,7.76,4.85,86.07,72,20,32.97,5392,5.5,114395585,1.04,13.75
India,2021,East,Diabetes,2814.08,1188.36,6.73,73.02,24.56,5.1,4.02,92.93,56,34,28.18,3451,4.09,113469468,0.89,26.64
India,2015,South,Asthma,3440.06,995.6,9.81,93.77,92.75,12.84,6.24,34.93,69,21,41.6,6537,2.0,23110462,0.99,29.41
India,2021,East,Diabetes,2423.03,1141.13,9.05,90.87,98.96,1.65,5.42,62.42,69,25,33.59,7774,5.35,91574624,1.07,14.12
India,2025,South,Asthma,348.32,1107.99,8.12,98.9,83.0,8.77,1.36,74.96,68,22,46.05,4790,3.46,192235252,1.07,34.24
India,2009,Central,Asthma,671.1,1357.72,7.37,67.64,58.76,12.79,0.94,71.69,60,25,42.39,6386,3.09,144584000,1.08,18.02
India,2021,North,Diabetes,2603.89,907.34,8.22,47.69,67.68,6.33,0.98,82.77,62,28,31.62,6904,3.02,84821976,1.07,25.69
India,2016,Central,Heart Disease,1748.25,900.01,10.42,61.85,38.33,4.22,7.36,44.17,69,21,33.25,7070,5.83,137511854,0.98,16.23
India,2015,East,Diabetes,4687.6,1495.76,9.48,60.41,22.72,3.5,6.39,58.08,75,29,35.53,5302,4.93,3823394,0.9,10.33
India,2009,West,Malaria,70.3,1875.15,1.35,75.47,28.46,4.38,3.91,34.6,64,26,28.72,6005,5.67,121403075,0.85,17.69
India,2000,North,Flu,4656.22,1737.42,15.08,55.46,92.48,12.68,6.47,62.28,57,32,47.43,4498,4.95,39734215,0.92,18.07
India,2025,West,Tuberculosis,381.01,1218.47,13.98,90.53,64.07,13.87,1.12,64.25,55,20,47.0,6381,2.91,166654064,0.88,12.5
India,2002,Central,COVID-19,2144.54,1552.51,11.43,86.63,29.28,8.02,2.76,48.81,75,35,48.6,4430,2.86,60031272,1.0,18.58
India,2013,Central,Cancer,4685.76,681.93,12.74,62.5,68.97,11.32,5.48,86.69,73,33,33.46,1850,4.52,137164391,0.87,11.33
India,2006,South,Heart Disease,3763.39,1282.78,15.67,42.68,57.28,5.24,7.56,93.78,71,29,34.78,4498,4.35,82527896,1.06,21.31
India,2021,East,Flu,4421.22,1467.33,12.06,45.04,62.82,9.81,6.68,90.38,64,28,40.36,5309,4.17,27179499,1.04,18.2
India,2017,North,Heart Disease,521.93,1724.78,15.85,95.6,55.26,1.64,2.05,81.11,59,32,28.09,5009,3.9,70121015,0.89,29.31
India,2008,East,Cancer,2890.41,935.34,7.52,92.68,35.4,14.55,1.12,48.77,62,23,39.02,2562,5.32,101089893,0.91,15.1
India,2011,East,COVID-19,264.4,1493.72,0.26,62.71,79.5,7.35,5.32,79.3,61,20,30.65,6279,4.68,174490896,1.07,11.79
India,2011,North,Cancer,4305.83,569.99,6.01,46.94,55.7,8.74,1.31,59.38,75,34,48.88,7891,4.44,194088138,1.02,11.97
India,2006,South,Malaria,3474.19,338.86,11.95,79.15,98.46,3.25,5.77,69.5,56,23,35.65,3152,5.32,61036832,0.89,19.73
India,2003,North,Heart Disease,2374.38,1405.18,0.51,86.7,87.78,9.68,7.0,56.65,73,33,39.72,4984,4.57,29273208,0.89,14.08
India,2017,East,Cancer,1854.15,447.48,14.96,58.67,93.62,13.99,5.88,30.99,57,25,31.23,2307,2.89,176000769,0.92,26.64
India,2016,East,Cancer,3796.67,275.88,5.38,53.27,46.89,8.09,2.95,86.89,61,32,25.66,2448,4.6,69293189,0.97,19.13
India,2022,South,Asthma,2963.37,1549.04,16.54,44.51,40.2,3.35,0.42,70.77,69,27,44.35,5102,4.57,60816767,0.87,17.35
India,2017,South,HIV/AIDS,3433.73,1762.56,9.72,58.89,82.26,8.09,2.23,83.58,68,27,44.03,2868,2.3,104306751,1.02,20.42
India,2006,West,Cancer,4575.88,624.96,1.79,95.38,26.02,2.93,5.51,55.5,64,33,36.91,5593,5.17,6910946,0.87,32.67
India,2019,Central,Heart Disease,880.3,189.84,10.16,93.33,46.77,9.12,5.94,69.86,72,20,33.62,7431,4.08,44563850,0.86,22.18
India,2011,South,HIV/AIDS,1442.2,1392.21,3.42,60.48,23.68,13.2,0.88,60.02,56,33,27.05,4617,4.76,184490505,0.96,16.3
India,2017,Central,Tuberculosis,2652.13,1339.0,9.23,57.33,67.05,1.57,4.2,67.07,57,35,39.69,7798,5.0,5868414,0.9,28.12
India,2000,North,Tuberculosis,2989.64,414.09,19.25,66.06,32.46,8.18,1.01,58.13,67,29,28.26,7398,4.6,7389794,1.09,11.74
India,2016,Central,Heart Disease,4590.09,1054.35,15.94,83.2,43.5,6.98,0.28,57.1,66,31,39.56,7875,3.12,161439808,0.92,24.17
India,2001,East,Cancer,3480.38,968.16,15.55,59.57,81.24,1.12,3.5,56.02,58,27,30.13,5528,4.41,116802299,0.85,32.6
India,2003,South,Diabetes,994.14,421.23,19.12,56.99,20.8,13.39,6.69,45.98,60,35,49.03,2029,5.59,104062516,1.02,25.54
India,2005,Central,Cancer,3277.27,500.76,7.65,59.82,97.3,4.25,7.66,30.16,63,34,37.57,3373,2.13,174074407,0.89,27.56
India,2020,Central,Malaria,3887.44,936.62,1.29,69.94,51.87,1.12,7.89,53.92,75,27,43.0,5720,2.22,55190731,0.91,17.44
India,2004,East,Diabetes,3216.44,1759.37,6.28,77.59,39.64,7.24,6.43,97.65,68,21,30.49,4275,2.05,113959502,0.95,19.06
India,2003,East,Cancer,1259.34,1821.06,11.34,75.6,83.98,2.74,4.07,36.05,58,29,47.47,3139,5.82,129191874,1.03,14.23
India,2003,Central,Heart Disease,4459.16,1945.11,18.02,84.22,36.46,13.71,5.25,40.67,67,25,48.6,6146,5.38,22688354,1.02,18.74
India,2001,North,COVID-19,1039.4,660.48,18.67,49.21,69.22,13.74,6.63,60.17,59,20,44.41,2817,5.54,193923851,1.02,11.69
India,2012,Central,Flu,576.73,154.45,1.35,48.65,52.94,2.29,4.6,36.4,60,28,39.03,4249,4.71,112316706,1.1,20.96
India,2015,West,HIV/AIDS,3819.26,386.57,17.89,76.64,69.64,12.02,2.22,40.85,66,20,34.05,5527,5.07,67894337,1.0,27.12
India,2017,West,COVID-19,2248.73,1604.57,14.1,91.34,21.24,13.15,3.25,55.72,70,20,39.83,2493,3.41,63225216,0.86,15.53
India,2008,South,HIV/AIDS,841.01,48.18,15.88,72.18,46.8,12.37,6.99,67.45,63,33,41.51,6489,5.8,4846490,0.98,27.48
India,2007,West,Asthma,4774.21,1140.62,0.4,90.22,31.66,12.66,1.58,54.46,71,32,31.02,6621,4.5,125256713,1.01,10.1
India,2004,Central,HIV/AIDS,929.09,1678.57,3.75,63.71,60.13,3.95,3.13,81.04,68,22,49.25,1648,4.87,58410984,0.91,23.18
India,2023,Central,Diabetes,3057.09,292.05,1.81,68.96,58.23,3.47,1.45,53.41,56,31,39.9,4686,5.26,102872422,0.95,13.76
India,2019,North,Diabetes,4647.04,1145.63,1.17,84.51,33.71,7.99,0.14,59.1,74,20,28.47,2189,3.61,88132782,0.91,13.97
India,2020,Central,Cancer,4765.09,241.31,8.16,41.01,31.12,14.34,2.54,91.68,71,31,29.6,5348,5.04,1694034,1.05,21.53
India,2001,West,Asthma,3221.77,393.35,18.11,74.31,35.69,9.18,0.46,85.21,56,21,41.08,3277,4.56,113184664,1.02,31.79
India,2020,West,Malaria,2406.8,1464.7,10.07,66.25,37.08,11.9,4.36,51.09,67,33,40.07,2777,4.58,22823017,0.9,32.44
India,2004,South,Diabetes,4156.28,1594.81,9.43,83.98,45.33,8.72,5.68,85.68,70,28,31.24,6496,5.93,130040415,1.09,13.34
India,2001,North,Asthma,1161.02,1000.27,0.11,57.77,96.77,3.85,5.29,80.07,72,22,32.17,3300,2.66,192736676,1.0,23.94
India,2004,East,COVID-19,392.81,1268.79,8.36,73.55,29.98,8.26,7.71,62.1,69,31,41.58,7205,3.72,127196288,0.87,16.66
India,2006,North,Diabetes,4779.92,1458.83,17.32,44.93,95.69,12.9,0.86,39.31,61,33,37.15,1547,2.73,180264862,1.03,15.02
India,2007,West,HIV/AIDS,814.68,113.46,2.57,94.52,47.16,2.19,5.32,45.24,74,34,32.41,2801,2.45,14292734,1.0,27.82
India,2017,Central,Cancer,253.88,1059.07,15.89,77.7,74.02,1.91,1.04,65.82,73,25,43.16,2726,5.22,19963646,1.05,28.94
India,2017,North,Cancer,735.27,1366.89,10.42,46.4,79.55,1.97,1.94,97.07,73,30,37.22,2465,4.96,161472809,1.05,22.29
India,2000,East,Malaria,3756.42,518.98,16.96,76.31,77.32,4.02,4.76,34.33,61,35,47.94,4051,3.84,177951448,0.92,28.23
India,2011,East,Cancer,1776.41,1171.03,8.99,92.82,32.34,13.54,3.62,55.25,72,23,26.38,1552,4.03,196379033,0.86,32.46
India,2022,West,Flu,1102.86,1489.95,9.31,52.87,49.44,3.7,3.69,65.96,58,21,27.49,2309,2.9,188921393,0.9,14.89
India,2013,South,Heart Disease,2645.45,1956.18,18.82,82.76,63.18,3.86,7.61,99.25,73,21,44.52,1699,3.15,109033110,0.93,31.85
India,2009,South,Heart Disease,969.38,728.81,9.74,85.36,83.84,7.48,0.91,88.27,68,32,46.08,6764,5.42,88064466,0.95,25.35
India,2016,West,Cancer,1133.64,177.26,15.36,60.77,80.33,6.69,4.13,97.33,55,21,34.83,4116,5.24,28599538,1.07,31.35
India,2016,East,Heart Disease,1666.26,1582.42,8.94,42.59,74.22,14.86,5.7,75.12,65,33,43.18,7166,3.02,116940239,0.92,24.35
India,2016,North,Cancer,2246.13,508.04,14.02,73.62,34.54,11.32,7.35,78.34,62,34,35.77,4522,5.99,18921212,0.92,23.49
India,2008,East,Diabetes,2555.46,1191.76,14.68,51.49,38.25,12.27,2.67,73.02,56,26,46.54,3316,5.51,24124353,1.01,28.62
India,2006,South,Diabetes,582.15,1354.89,13.87,61.27,66.17,8.07,4.37,51.85,66,31,36.33,2637,4.65,164392850,1.09,19.47
India,2012,Central,COVID-19,672.43,731.59,9.84,50.53,60.19,3.43,7.12,52.15,65,30,44.86,6579,5.21,29478111,1.08,21.44
India,2003,West,Cancer,4627.93,1714.77,15.8,62.68,30.73,1.06,6.53,85.7,55,22,27.86,4386,4.87,21952733,1.04,32.01
India,2021,West,Tuberculosis,2276.54,1120.16,14.66,55.73,80.87,14.11,5.71,81.31,74,21,41.36,4171,5.03,115993989,0.87,13.42
India,2012,West,COVID-19,1210.84,1684.88,5.03,90.35,52.22,2.22,2.72,59.84,58,29,37.0,1694,3.78,96985206,1.02,34.11
India,2018,North,Flu,3023.56,1142.99,7.99,77.07,46.77,4.97,2.37,38.49,64,26,37.94,6739,5.04,180511714,0.93,20.38
India,2024,Central,COVID-19,2304.04,1512.79,11.84,82.65,85.94,1.84,5.53,86.65,72,20,26.86,7339,4.37,52825163,0.92,26.51
India,2007,East,Tuberculosis,2769.06,1288.26,10.51,77.39,39.49,2.19,2.05,38.86,68,21,39.25,5512,3.3,141902194,0.94,16.23
India,2007,East,Asthma,3274.54,41.3,5.94,47.59,78.43,2.83,4.96,48.4,69,33,37.57,2161,5.36,57982036,0.89,10.47
India,2009,East,Diabetes,234.55,1404.42,1.46,64.93,50.05,5.8,0.55,99.47,56,34,41.48,2386,5.44,113241777,0.9,22.76
India,2005,Central,Tuberculosis,2522.98,1936.43,15.72,51.83,44.75,13.01,6.89,63.08,59,32,38.7,7820,4.36,63508354,0.91,26.01
India,2012,South,Tuberculosis,501.47,1737.42,7.64,82.21,74.09,0.91,2.55,35.1,56,27,26.96,2820,5.72,157749460,1.1,14.7
India,2002,South,Malaria,2808.57,201.45,9.52,78.71,60.14,11.89,0.8,72.28,60,21,40.39,6865,5.87,49828854,0.98,17.55
India,2003,North,Malaria,3728.53,22.38,2.27,98.96,38.28,5.69,1.81,64.59,55,21,40.32,2210,5.09,7333951,1.03,34.74
India,2008,Central,Heart Disease,4191.34,1701.07,12.77,92.3,81.85,14.86,3.34,86.24,70,21,32.09,5514,2.63,112205315,0.93,31.3
India,2008,East,Diabetes,1841.24,1053.59,9.28,93.93,57.48,11.74,6.23,97.05,57,26,31.79,7904,4.66,112350144,0.99,25.55
India,2012,South,Cancer,1847.3,1370.68,19.77,63.14,73.4,12.9,3.33,74.82,66,22,47.06,6337,5.46,20698920,0.91,13.27
India,2004,Central,Heart Disease,2296.66,1197.23,17.57,96.91,94.51,8.46,1.93,52.92,70,23,31.67,5516,5.09,115312366,0.98,13.71
India,2004,South,Heart Disease,809.08,1011.92,1.64,74.3,27.57,11.49,3.6,58.82,59,28,25.03,5564,4.27,84400642,0.89,27.25
India,2003,South,Asthma,3593.96,538.17,11.4,54.48,93.49,12.97,2.59,71.52,55,30,33.13,2268,4.77,192124068,1.06,33.96
India,2006,South,Heart Disease,4526.97,990.12,13.64,94.48,92.35,4.55,7.53,77.05,62,24,37.11,6890,4.22,139466697,1.08,12.78
India,2003,West,Asthma,2164.33,1678.58,16.04,44.71,41.28,9.7,5.07,36.47,64,32,28.25,3813,3.61,130407348,0.96,20.59
India,2002,South,Tuberculosis,4912.0,1205.2,19.43,48.46,89.63,5.5,7.77,64.83,62,28,49.83,7485,3.41,32264168,1.02,31.44
India,2002,Central,Malaria,4984.62,1389.16,4.26,53.05,42.52,7.47,6.25,40.91,57,32,34.5,4872,3.67,194217323,1.04,27.14
India,2025,East,Asthma,4796.85,1311.31,3.09,80.77,94.95,8.96,3.35,93.84,62,28,32.52,2305,4.63,159138689,0.88,24.11
India,2021,South,Heart Disease,4098.08,407.44,9.1,96.72,85.37,3.33,6.86,94.61,75,25,30.89,1966,3.1,3581133,0.87,27.84
India,2013,East,Asthma,4040.35,336.91,19.49,91.86,52.84,9.78,1.66,95.87,58,20,39.59,4584,3.1,126146459,0.93,34.21
India,2015,North,Diabetes,2360.89,1830.08,13.95,52.85,42.59,2.24,1.25,31.23,68,25,47.06,5571,5.9,3022420,1.06,24.96
India,2005,North,Malaria,4395.0,719.47,14.59,79.06,32.11,9.12,5.48,70.43,65,28,35.57,2390,4.74,86165836,0.86,15.95
India,2002,West,Cancer,465.67,1046.45,6.28,49.74,72.54,12.0,1.4,93.59,62,22,34.84,2032,4.74,184621203,0.9,32.6
India,2012,East,Heart Disease,2667.24,13.48,5.46,92.66,35.43,5.65,5.42,62.03,62,25,49.71,4233,2.98,183480486,0.94,33.82
India,2000,West,COVID-19,3598.32,884.77,15.32,55.3,98.13,12.62,3.54,92.69,64,24,30.64,7961,4.85,74921411,0.86,14.4
India,2009,Central,Cancer,1425.62,1956.61,1.95,60.04,78.62,6.94,6.78,97.91,72,32,37.58,3017,2.33,31397259,1.06,12.05
India,2014,East,Tuberculosis,3885.48,1881.94,9.02,48.61,51.58,8.04,2.73,41.4,67,32,45.19,5723,3.26,8547549,0.88,25.95
India,2023,East,Tuberculosis,3826.46,1953.45,7.9,95.76,27.31,6.21,3.87,51.75,62,29,34.54,3581,4.74,54477477,0.88,18.02
India,2025,Central,Malaria,1035.1,1844.29,4.35,61.42,29.47,9.16,3.41,89.41,60,26,30.98,5002,5.37,123790404,1.03,33.54
India,2011,North,Heart Disease,2290.36,584.61,10.15,56.51,59.11,12.9,6.31,94.63,71,24,35.89,7476,2.29,52096166,0.95,23.81
India,2025,East,Malaria,2578.19,658.57,10.06,82.15,65.84,11.49,7.45,50.51,57,33,27.14,4936,5.46,16724192,0.9,13.6
India,2012,South,HIV/AIDS,139.34,1451.54,4.76,45.52,56.94,11.72,3.16,46.28,67,27,28.24,3556,3.37,52207872,1.01,19.49
India,2002,Central,Malaria,3537.57,1492.65,5.49,66.94,33.2,3.11,6.9,95.94,58,25,39.35,1660,2.78,17739059,1.08,24.89
India,2022,East,Cancer,673.65,1762.42,1.01,51.51,88.45,3.52,5.41,82.11,74,21,48.96,5059,2.64,40288707,1.09,18.37
India,2022,Central,Asthma,797.09,648.96,9.11,72.19,64.38,0.95,6.42,92.79,65,28,47.11,2489,3.67,45617832,1.02,17.16
India,2012,North,Tuberculosis,718.6,773.9,1.96,88.01,20.83,6.09,5.7,96.89,64,27,47.92,3753,2.08,124191321,1.02,17.73
India,2014,North,HIV/AIDS,4569.29,1622.66,10.34,87.68,75.42,8.39,3.22,57.33,71,34,35.98,7522,2.84,89924208,1.09,27.59
India,2018,Central,COVID-19,2114.13,1916.15,18.48,58.95,53.41,8.78,1.54,30.26,65,33,32.42,4504,4.11,107279896,0.95,21.67
India,2008,North,COVID-19,1282.97,1423.3,15.35,50.71,78.17,3.87,3.93,61.01,64,24,47.61,5709,4.13,91786147,0.99,30.56
India,2020,Central,Diabetes,1026.54,202.33,2.48,48.58,96.15,3.86,3.36,49.5,72,22,31.77,5565,2.22,99085268,0.94,23.1
India,2009,South,Diabetes,551.39,526.6,12.69,64.46,70.27,5.74,3.62,89.27,65,21,26.2,3018,4.2,124664385,1.01,24.46
India,2015,North,Diabetes,2320.43,514.45,10.72,59.88,54.89,2.46,4.56,48.44,65,21,32.42,7603,3.66,112022074,0.85,19.58
